Age ,Marital Status,Gender,Which type of organization do you work for?,Name of Profession,Number of Floors in House,How many people live in your household(including children)?,No of Rooms in your house ,"Do you plan to build an additional floor? (If other, what does it depend on?)",What percentage of your roof are you ready to give for solar?,Plot size of the house (In Square yards),Do you have a home loan? ,How many of the below vehicles do you own? [2-Wheelers],How many of the below vehicles do you own? [4-Wheelers],Which payment method do you use the most?,Do you currently have an EMI for any home appliance?,What is the range of your family's average monthly earnings?,Rate the following websites in terms of your usage time [Google],Rate the following websites in terms of your usage time [Facebook],Rate the following websites in terms of your usage time [Whatsapp],Rate the following websites in terms of your usage time [Youtube],Rate the following websites in terms of your usage time [Other sites],What Power Backup do you use? ,How much aware are you about solar?,"Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Power backup]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [ Increase in electricity prices.]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Fairly good saving on the power bill today]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Long life span of a solar power system (25 years or more)  with a low maintainance]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Interest in new technology]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Environment friendly]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Status symbol]","Rate the importance of these factors in your solar purchase decision (1=least important, 5=most important) [Earn from empty roof]",What electrical appliances do you own?,"To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [Number of years it takes for the investment to pay back (usually > 10 years)]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [Not getting sufficient money for extra power generated ]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [Lack of government incentives]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [Lack of appropriate loan options]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [High cost of solar power systems]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [Solar Panels lead to concerns on outlook of the house]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [I dont understand solar]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [I don't know a good solar installer]","To what extent would the following factors discourage you from installing solar? (1=least important, 5=most important) [My rooftop is not suitable for solar]",How much do you expect to at least save on your average electricity bill by installing a solar panel system?,What maximum investment would you be willing to make in solar?,Which one would you prefer?,Which one would you prefer ?,Do you have any relative/friend that bought a solar system?,Do you know any Solar Panel installation companies ?,Name the Solar company you know,Which city is your house at?,State Name
1,1,1,3,5,2,2,4,1,2,1,2,2,1,4,1,4,1,1,1,1,1,2,1,2,2,2,2,1,2,3,3,7,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,22,8
2,1,1,1,5,1,2,5,1,1,2,1,1,4,5,2,2,3,2,3,3,2,4,3,3,1,3,2,3,3,2,2,7,1,2,3,3,3,2,1,2,1,3,1,2,2,2,2,2,22,8
2,1,1,2,2,3,2,3,2,3,2,2,2,2,4,2,2,3,3,3,3,3,2,5,4,4,4,4,4,4,4,4,7,4,3,3,3,1,1,1,1,1,3,2,2,2,2,2,2,22,8
1,1,2,3,1,2,3,4,2,2,3,2,4,2,5,2,3,4,1,4,4,1,4,3,4,4,4,4,2,4,1,3,7,2,2,4,4,3,2,3,3,3,5,2,2,2,1,2,2,3,4
1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,3,1,3,2,2,2,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,3,4
2,1,1,1,5,5,2,5,2,1,3,2,3,2,5,2,3,1,2,3,2,5,1,3,5,4,4,4,3,4,3,3,7,5,3,3,4,4,3,3,3,3,2,1,1,1,2,2,2,78,3
1,1,2,1,5,4,2,5,2,2,1,2,1,1,1,2,2,3,1,3,2,1,1,2,4,3,5,4,5,5,5,5,7,2,3,2,3,2,3,2,3,2,3,1,1,2,2,2,2,3,4
1,1,1,3,5,5,3,5,2,2,2,2,3,3,1,2,4,1,2,1,2,2,2,5,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,5,4,1,2,2,2,1,22,8
1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,3,2,3,3,3,2,4,5,3,2,4,3,4,5,5,5,7,3,4,3,3,3,3,3,3,3,3,1,1,2,2,1,2,3,4
1,1,1,2,2,3,2,3,2,3,2,2,3,2,5,2,4,5,1,5,5,3,2,5,5,5,5,5,5,5,5,5,7,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,2,3,4
1,1,1,2,2,2,2,4,2,1,2,1,1,1,5,2,4,3,1,3,3,3,2,4,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,3,4
1,1,2,2,2,3,2,3,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,5,5,5,5,3,5,5,5,7,5,5,5,5,5,1,3,1,1,5,1,2,1,2,2,2,3,4
1,1,2,2,5,3,2,5,2,2,1,2,1,2,1,2,4,5,3,5,3,4,3,3,3,4,3,5,4,5,5,4,1,5,4,5,4,5,4,5,4,5,4,3,3,2,1,1,2,1,6
1,1,2,2,1,3,2,2,2,1,1,2,2,4,2,2,2,4,1,2,4,3,4,5,2,3,3,3,3,3,3,3,7,1,2,2,3,2,3,1,3,3,1,2,1,1,1,1,2,3,4
1,1,1,2,5,2,2,3,2,2,2,2,2,4,2,2,3,3,1,1,2,1,2,2,4,5,5,3,4,5,4,4,7,3,4,4,5,5,3,4,5,5,2,1,2,2,2,2,2,79,1
2,2,1,2,2,3,2,2,2,3,3,2,1,1,3,1,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,7,2,2,3,2,2,3,2,2,2,4,1,2,1,2,2,1,79,1
1,1,1,3,1,4,2,5,2,2,2,2,1,4,2,2,2,4,3,4,4,4,3,3,2,3,2,1,3,1,1,1,7,1,3,3,3,3,4,4,4,3,3,1,2,2,2,2,2,3,4
1,1,2,3,1,1,2,2,2,2,4,2,2,1,2,2,2,2,1,1,2,2,3,1,1,1,2,2,2,3,2,3,4,3,3,2,3,3,2,3,1,2,1,1,3,2,1,2,2,22,8
2,1,1,2,1,3,1,2,1,3,2,2,2,4,5,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,4
1,1,2,2,5,4,2,3,1,1,4,2,1,1,1,2,1,3,3,4,3,3,4,2,2,3,3,2,4,3,3,4,7,3,3,4,4,3,4,4,3,4,1,1,3,1,1,2,2,3,4
1,1,2,3,5,5,3,4,1,1,3,1,3,3,2,1,4,3,1,4,4,2,4,4,3,2,3,3,5,5,4,4,7,4,4,5,3,4,4,2,2,3,2,1,3,1,1,1,2,3,4
1,1,1,1,5,1,2,1,2,3,2,2,1,4,1,2,1,3,2,3,2,1,2,3,3,2,1,3,2,2,2,1,7,2,2,2,2,4,2,1,2,4,4,1,3,2,1,1,2,3,4
1,1,2,3,5,3,2,3,1,1,4,2,2,1,1,2,3,1,3,1,1,1,4,4,1,1,1,2,2,2,2,2,7,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,3,4
1,1,1,2,5,1,2,1,2,1,1,2,1,4,5,2,1,4,4,4,5,2,4,3,3,3,1,3,2,3,4,2,7,5,4,4,4,3,4,4,5,3,2,1,1,1,2,2,1,22,8
1,1,1,3,2,2,2,2,2,1,1,2,4,4,4,2,2,4,4,4,4,4,3,3,4,4,4,4,3,5,4,5,7,3,3,3,3,3,3,3,3,3,5,1,1,1,2,1,2,61,4
1,1,2,3,5,3,3,5,2,2,2,2,1,1,1,2,4,5,1,3,4,4,2,5,5,1,3,5,3,5,3,3,7,3,3,3,4,3,2,3,3,3,5,2,3,2,1,2,1,22,8
3,2,2,1,5,4,3,5,1,4,2,2,3,2,5,2,4,5,1,5,5,5,1,5,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,5,4,2,2,1,1,1,22,8
1,1,2,2,1,2,2,5,1,2,2,2,1,1,4,2,3,3,1,3,2,1,2,5,3,1,3,3,3,3,3,3,7,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,2,22,8
1,1,1,1,2,4,2,5,2,1,3,2,1,1,5,2,4,4,3,4,4,3,2,4,5,3,5,4,4,5,4,5,7,5,4,5,5,4,3,5,4,3,1,1,1,2,2,2,2,22,8
1,1,1,2,2,2,2,5,1,2,1,2,1,4,4,2,2,5,2,3,4,2,2,4,4,4,4,4,4,4,4,4,7,3,3,3,3,3,3,3,3,3,2,1,1,2,1,2,2,1,6
1,1,1,2,5,4,2,5,2,3,2,2,2,1,1,2,4,3,2,3,2,2,1,4,3,3,2,3,2,2,1,3,7,2,3,1,1,3,3,1,1,2,3,2,1,2,1,1,2,22,8
2,2,1,3,4,3,2,5,2,4,3,2,2,2,5,2,4,4,4,3,3,3,2,4,5,5,5,5,4,5,3,5,7,5,3,4,2,4,2,2,2,4,5,3,2,2,2,1,2,22,8
1,1,1,2,5,1,2,2,1,3,2,1,1,4,4,2,1,2,3,3,3,2,4,3,2,2,3,2,2,3,2,2,7,2,2,3,2,2,2,3,2,2,4,2,2,2,1,1,2,22,8
2,1,1,2,5,3,2,5,1,3,4,1,2,2,4,1,1,1,2,3,1,1,1,5,1,1,2,3,2,1,2,2,7,1,2,1,2,2,1,2,2,2,1,4,2,1,2,2,2,20,1
1,1,2,3,5,3,3,5,1,3,2,2,4,4,1,2,1,5,3,5,4,3,4,5,5,5,4,4,1,5,2,5,7,4,5,3,5,4,5,4,5,4,4,1,2,1,1,2,2,22,8
1,1,2,1,5,1,1,1,2,3,2,2,3,3,4,2,1,3,3,3,3,3,4,5,3,5,3,3,3,3,4,5,5,2,3,1,2,3,2,2,3,3,3,1,2,1,1,2,2,22,8
2,1,1,2,5,3,2,5,2,4,3,2,4,4,5,2,2,3,2,3,2,3,4,4,5,3,5,2,5,5,2,3,7,4,4,2,2,5,3,1,4,1,5,2,1,1,2,2,2,22,8
1,1,2,3,5,2,3,2,2,3,1,2,1,4,1,2,1,5,3,5,5,3,4,2,5,3,3,3,3,4,3,5,7,3,3,2,3,4,4,4,4,4,4,1,2,2,2,2,2,22,8
1,1,2,4,5,2,2,2,2,3,1,2,4,2,1,2,1,5,5,5,5,4,4,2,5,3,4,3,3,5,3,4,7,4,3,4,3,4,3,4,3,3,3,1,1,2,2,2,2,22,8
1,1,1,2,5,3,2,4,2,3,4,2,4,4,1,2,1,5,5,5,5,3,4,3,5,3,3,4,3,5,3,3,7,4,3,3,4,5,2,3,3,2,4,1,2,2,2,2,2,22,8
1,1,1,2,2,2,2,5,1,2,3,2,4,1,5,2,3,5,4,5,5,2,4,5,5,2,3,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,2,2,2,1,2,2,22,8
1,1,1,2,2,2,2,4,2,2,2,2,1,4,5,2,2,1,4,1,2,4,4,4,5,4,5,5,4,4,3,4,7,5,5,3,3,4,4,3,4,5,2,1,1,2,2,2,2,22,8
1,1,2,2,2,3,2,5,2,1,1,2,1,1,1,2,3,4,1,3,3,1,2,4,4,4,3,4,5,5,3,1,7,4,5,3,5,4,3,2,4,3,3,2,3,1,2,2,2,22,8
2,1,1,1,5,3,2,3,2,1,3,2,1,1,5,1,2,1,3,2,3,4,1,4,3,4,3,4,4,4,3,3,7,4,4,3,3,4,3,4,3,3,1,1,1,2,2,2,2,22,8
2,2,1,1,5,2,2,5,2,3,2,2,2,4,4,2,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,4,1,3,1,2,2,2,22,8
2,2,1,1,2,2,1,3,1,1,2,1,1,4,5,2,2,1,2,2,3,5,1,3,2,3,2,4,4,4,3,3,7,4,3,4,3,4,4,3,3,4,2,1,1,2,2,2,2,14,1
2,2,1,1,5,3,2,4,2,2,3,2,1,1,5,2,2,1,2,2,1,5,4,3,2,3,4,3,4,4,3,4,7,3,2,4,3,3,4,3,4,3,2,1,2,1,2,1,2,22,8
1,2,1,1,5,3,2,4,2,3,3,2,3,2,5,2,4,5,5,5,4,3,2,5,4,4,5,4,3,3,2,5,7,5,4,4,5,5,3,5,3,5,3,4,3,2,1,2,2,2,2
2,1,1,3,5,2,2,4,2,1,2,2,1,1,5,2,2,1,2,2,1,2,2,3,3,2,3,2,3,3,3,3,7,3,4,3,4,5,5,4,4,4,1,1,3,1,2,2,2,7,7
1,1,1,3,4,2,2,3,2,4,3,2,2,1,5,2,2,2,2,3,3,3,2,3,3,3,3,3,5,5,3,3,7,3,3,3,3,3,3,3,3,3,4,1,2,2,2,2,2,22,8
3,2,2,3,4,4,3,5,2,2,3,2,3,3,5,1,4,5,5,5,5,5,2,3,4,3,5,4,5,3,4,3,7,5,4,3,4,3,4,4,5,3,3,2,1,2,1,1,2,22,8
3,2,1,3,4,3,3,5,2,1,3,1,1,1,5,2,3,3,1,3,1,1,2,3,3,3,3,3,3,3,1,2,7,3,2,3,2,3,1,1,3,1,2,2,1,2,2,2,2,22,8
1,1,2,2,5,4,3,5,2,2,2,2,3,3,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,7,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,22,8
1,1,2,2,5,4,2,5,2,2,2,2,2,1,1,2,2,3,1,2,2,1,2,3,3,1,1,3,3,3,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,22,8
1,1,1,2,2,3,2,5,2,2,3,2,3,4,4,2,3,1,3,1,2,4,2,2,4,5,4,4,3,4,2,4,7,5,5,3,2,4,4,2,2,2,1,2,3,1,2,2,2,81,6
1,1,1,2,5,3,1,3,2,2,4,2,4,4,5,2,1,1,2,1,2,3,4,4,5,5,5,5,5,5,1,1,7,4,4,5,4,4,4,3,3,3,2,1,1,2,2,2,2,22,8
2,2,1,3,5,3,2,4,2,1,3,1,2,4,1,2,2,5,1,5,3,2,2,3,2,2,3,1,3,5,1,3,7,3,4,5,2,5,4,3,3,5,1,1,2,2,2,1,2,22,8
1,1,1,2,2,3,3,5,2,2,2,2,2,4,5,2,2,3,5,1,2,4,4,5,4,5,5,4,4,5,3,3,7,3,4,4,4,4,3,2,4,2,2,2,1,1,2,2,2,23,1
2,2,1,2,5,3,2,5,2,1,2,2,2,1,5,2,2,1,1,1,2,2,2,4,4,3,3,4,4,5,4,1,7,3,2,5,4,3,4,3,4,3,1,1,1,1,2,2,2,22,8
2,1,1,1,2,2,2,3,2,2,2,2,1,1,5,2,3,2,3,4,3,5,2,3,3,2,3,2,3,3,3,2,7,3,3,4,3,4,4,4,3,3,1,1,2,2,2,2,2,5,6
3,2,1,3,5,2,2,4,2,2,2,1,2,1,5,2,2,3,1,2,2,3,4,3,3,2,3,2,2,2,2,2,7,2,3,3,3,2,2,2,2,3,2,1,3,1,1,2,2,22,8
2,2,1,3,5,2,2,5,2,2,2,2,2,2,5,2,2,1,1,1,2,2,4,3,3,3,3,4,3,5,1,3,7,4,3,3,4,4,3,3,3,3,2,2,2,1,2,1,2,22,8
3,2,1,1,2,2,1,3,2,1,3,1,2,4,5,1,2,3,2,3,2,2,4,4,3,2,3,3,4,4,3,4,7,3,2,4,3,3,4,3,3,3,2,1,1,2,2,2,2,80,6
2,2,1,1,2,2,1,3,1,1,3,1,1,4,5,2,2,3,2,3,1,2,4,4,3,4,3,4,4,3,3,3,7,3,3,2,2,3,2,3,3,2,1,1,1,2,2,2,2,82,3
2,1,1,1,5,3,2,4,2,1,3,2,2,1,5,2,3,2,1,2,2,1,4,4,4,3,4,4,3,4,4,4,5,3,2,3,4,3,3,3,4,4,1,1,1,2,2,2,2,83,1
2,1,1,1,2,3,2,3,2,3,3,2,1,4,4,2,3,3,5,4,2,1,2,5,4,3,3,5,3,5,1,3,7,4,3,2,3,2,1,1,1,1,2,2,1,2,1,1,1,22,8
2,1,1,2,5,3,2,4,1,1,3,2,2,4,5,1,2,5,3,4,5,4,4,3,5,5,5,5,5,5,5,5,7,3,4,5,4,5,1,1,1,1,5,1,1,2,2,2,1,22,8
3,2,1,2,2,2,2,4,2,3,2,1,1,1,5,2,2,3,3,3,3,3,2,4,3,2,3,3,3,3,2,3,7,2,2,3,2,2,2,1,3,2,5,1,1,2,2,2,1,22,8
1,1,2,2,2,4,3,5,2,3,1,2,4,4,1,2,2,1,1,3,4,2,4,4,3,2,4,4,5,5,4,4,7,4,4,3,4,4,4,1,1,1,4,1,2,1,2,2,1,6,7
1,1,1,3,2,3,2,4,1,1,3,2,1,1,2,2,1,3,2,4,4,2,2,3,3,4,4,3,4,4,4,3,7,3,5,2,2,5,4,3,4,3,2,1,1,1,2,2,1,22,8
1,1,1,2,2,3,2,5,2,1,1,2,2,4,5,2,4,3,1,1,1,3,2,4,3,3,3,2,3,3,1,3,7,3,2,3,2,3,1,1,2,1,5,1,3,2,2,1,1,84,6
3,2,2,2,5,3,3,4,2,1,2,2,1,4,1,2,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,4
3,2,1,1,5,1,1,4,2,1,3,2,2,4,5,2,2,2,1,1,3,2,4,3,3,2,3,4,4,3,4,3,7,4,3,3,4,3,4,3,3,3,2,1,3,2,2,2,2,85,1
2,1,2,3,4,3,2,4,2,1,3,2,2,1,5,2,3,3,2,3,1,3,4,4,3,2,2,4,3,4,3,3,7,4,3,4,3,3,4,3,4,3,2,1,3,2,2,2,2,29,3
2,1,1,1,5,4,2,5,2,1,3,2,2,1,5,2,3,3,2,1,2,2,2,4,3,3,4,3,4,4,3,3,7,3,4,3,3,4,3,5,3,3,1,1,3,2,2,2,2,29,3
2,2,1,3,5,3,1,4,2,1,3,1,1,1,5,2,3,3,2,4,3,3,4,4,3,2,4,2,4,2,3,2,1,3,2,3,4,3,4,4,3,3,2,1,3,2,2,2,2,22,8
2,1,2,1,2,3,2,4,2,1,3,2,1,1,5,2,3,3,2,3,4,3,4,4,2,4,3,4,4,3,3,2,1,4,3,4,3,3,4,3,3,3,1,1,3,2,2,2,2,1,6
1,1,2,3,5,2,2,3,2,2,4,2,4,3,1,1,4,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,2,5,1,3,1,1,1,2,22,8
3,2,2,3,5,3,2,5,2,1,3,2,4,2,1,2,4,5,2,2,1,1,2,3,5,5,5,5,3,5,1,1,7,4,4,5,5,4,4,3,3,3,4,2,1,2,2,2,1,22,8
1,1,1,3,4,4,3,5,2,1,3,1,3,1,5,2,4,4,1,3,4,3,1,5,4,4,4,4,3,4,1,2,7,3,3,4,3,3,2,1,1,2,1,1,2,2,1,1,2,22,8
1,1,2,1,1,3,1,4,2,2,2,2,1,1,2,2,3,4,2,4,2,2,2,3,3,4,2,3,3,4,3,3,7,2,3,2,3,3,2,3,3,3,2,1,3,1,2,2,2,22,8
1,1,2,2,5,3,2,5,2,1,4,2,1,2,1,2,4,3,1,3,2,4,2,4,3,3,2,4,3,4,2,3,7,2,3,2,3,2,3,2,3,2,3,1,1,2,1,2,2,22,8
1,1,2,3,5,2,3,4,2,1,3,2,1,3,2,1,4,4,2,5,4,3,2,2,4,3,4,3,1,4,1,1,7,5,5,3,4,5,3,2,1,3,2,1,2,1,2,2,1,22,8
2,2,1,1,2,2,1,3,1,1,2,1,1,4,5,1,2,2,1,3,1,1,4,4,4,2,3,4,3,4,3,3,7,3,2,4,3,4,4,3,4,3,2,1,3,2,2,2,2,85,1
3,2,1,1,2,2,2,3,2,1,2,2,4,1,5,2,2,3,3,3,3,1,1,5,3,2,2,3,3,3,1,3,7,5,4,5,5,5,5,1,1,1,3,1,2,1,2,2,1,22,8
1,1,2,3,5,3,3,5,2,2,1,2,3,2,1,1,2,5,1,5,4,1,1,5,5,5,5,4,4,4,5,3,7,4,3,4,3,5,4,1,3,2,3,2,2,2,2,2,2,44,6
3,2,2,3,1,3,3,4,2,1,1,2,4,1,4,2,4,2,2,3,1,1,2,3,3,5,5,5,5,5,3,3,7,5,4,5,5,5,2,3,5,1,4,4,1,2,2,2,2,22,8
2,2,1,3,5,3,2,5,2,2,3,2,2,1,1,2,2,1,2,3,2,4,4,1,1,2,3,3,2,1,2,1,7,2,3,2,3,1,1,2,1,1,3,1,3,2,2,2,1,22,8
2,1,1,2,5,1,2,2,2,1,2,2,2,4,5,1,1,5,5,5,5,5,4,1,4,4,4,5,4,5,4,5,7,3,3,3,3,3,3,5,3,3,3,1,3,1,2,2,1,3,4
1,1,1,1,1,1,2,3,2,3,3,2,1,4,1,2,1,1,2,2,1,1,4,1,1,2,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,4
1,1,2,1,1,1,2,2,2,2,1,2,2,4,1,2,1,3,2,3,2,1,4,1,1,2,1,3,1,1,2,2,7,1,3,2,1,2,2,1,3,2,4,1,2,1,2,2,2,3,4
1,1,2,2,2,3,2,3,2,3,3,1,1,2,1,2,3,3,3,3,3,3,3,3,2,2,1,1,2,3,2,1,7,3,1,4,3,2,4,3,4,3,4,2,1,2,1,2,2,44,6
1,1,1,3,2,3,2,5,2,4,2,2,1,1,1,2,2,1,1,1,1,2,4,5,3,2,2,2,3,3,3,2,7,1,1,2,2,3,2,1,2,1,5,2,1,2,1,2,1,22,8
1,1,1,3,4,3,2,4,2,1,2,2,2,4,5,2,4,3,2,2,5,1,4,5,3,3,4,5,5,5,4,5,7,3,3,5,5,4,4,1,3,3,2,1,2,1,2,2,1,22,8
1,1,1,3,5,2,2,5,2,1,3,2,2,2,4,1,4,3,1,1,3,1,3,5,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,4,4,2,2,2,1,2,22,8
1,1,2,2,2,4,3,5,1,4,3,2,1,3,5,1,3,4,2,2,5,1,3,5,5,5,5,4,4,3,5,4,7,3,3,1,3,4,2,3,1,2,3,3,1,2,1,1,2,22,8
1,1,1,3,5,3,2,3,2,2,3,2,2,2,1,2,3,4,1,3,4,4,2,4,4,4,4,3,4,5,5,4,3,4,4,1,4,5,1,1,1,3,4,2,1,2,2,1,2,22,8
1,1,1,2,2,2,2,4,2,1,2,2,4,4,1,2,1,1,3,2,4,4,4,1,1,2,3,4,4,3,3,2,7,1,1,5,5,5,1,1,1,5,5,1,2,2,2,2,1,22,8
1,1,1,2,5,3,2,2,2,1,1,2,4,4,1,2,1,1,2,4,3,5,4,4,1,3,2,3,3,1,1,5,7,5,4,4,3,1,1,1,2,3,5,1,3,2,2,1,1,18,6
1,2,1,2,2,2,1,2,2,1,1,2,1,4,1,2,2,1,3,2,4,5,2,5,1,1,4,1,1,3,1,4,7,5,1,1,5,5,3,2,1,5,4,1,2,2,2,1,1,18,6
2,2,1,2,5,2,2,4,2,1,2,2,1,1,1,2,3,2,4,3,1,5,2,5,1,2,2,5,3,3,1,4,7,5,1,2,3,1,1,3,1,4,1,1,2,2,2,1,1,18,6
3,2,1,1,5,2,1,4,2,3,2,2,1,4,1,2,2,1,3,2,4,5,4,5,5,4,4,3,1,2,1,3,7,5,5,4,1,1,2,4,3,1,4,1,2,2,2,1,1,22,8
1,1,1,3,5,3,3,5,1,3,2,2,3,3,1,2,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,7,1,1,1,1,1,1,1,1,1,5,4,2,2,1,1,2,22,8
1,1,1,2,1,5,3,5,2,2,3,2,1,2,1,2,4,3,1,3,3,2,4,3,2,3,3,1,1,3,1,1,7,3,3,3,1,3,3,1,1,2,1,2,3,2,2,2,2,22,8
1,1,2,2,2,1,2,3,1,3,2,2,1,1,2,2,2,3,1,3,3,3,4,5,3,1,3,3,3,3,3,3,7,3,3,3,3,3,3,1,2,1,5,2,2,2,2,2,1,23,1
3,2,2,2,5,1,2,3,1,4,2,2,1,1,1,2,2,2,1,3,3,1,4,5,3,1,3,3,3,3,3,3,7,3,2,2,3,2,2,3,3,3,5,2,2,1,2,2,1,23,1
1,1,2,2,2,1,2,4,2,1,2,2,2,4,4,2,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,23,1
1,1,1,2,2,3,2,5,2,1,2,2,2,4,5,2,4,3,4,4,4,3,3,5,3,4,2,4,3,3,3,4,7,4,3,3,3,3,3,3,4,4,3,1,1,2,1,1,2,23,1
1,1,2,1,2,3,2,5,2,1,1,2,1,1,1,2,2,3,1,3,3,1,3,3,2,1,2,1,1,3,2,1,7,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,2,23,1
1,1,2,1,1,2,2,1,2,2,2,2,2,4,1,2,2,1,3,1,1,1,4,5,1,1,2,1,1,1,2,1,3,1,2,3,1,2,3,1,2,3,5,1,3,2,1,2,2,23,1
1,1,2,2,2,3,2,5,2,2,4,1,1,4,4,1,3,5,1,5,5,5,2,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,1,2,1,2,2,1,20,1
2,2,1,3,5,5,2,5,1,2,3,2,3,3,1,2,3,4,2,4,4,3,4,1,1,2,3,3,2,2,1,4,7,1,2,3,4,2,3,4,2,3,3,1,3,2,2,2,2,22,8
1,1,2,1,2,1,2,4,2,2,2,2,1,1,4,2,4,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,5,1,2,2,1,2,2,22,8
1,1,1,2,2,2,2,4,1,2,2,1,1,1,1,1,2,3,1,3,3,2,2,5,3,3,3,2,3,3,1,3,7,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,2,22,8
1,1,1,2,2,1,2,5,2,2,2,2,2,4,1,2,2,2,4,4,5,5,4,3,4,3,3,4,5,5,4,4,7,3,3,3,3,2,3,1,1,1,3,1,2,1,2,2,2,22,8
1,1,2,2,2,3,2,5,2,3,3,1,2,1,1,2,4,4,1,3,2,1,4,3,2,3,4,3,3,3,2,3,7,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,23,1
1,1,1,1,5,1,2,3,2,1,2,1,1,1,5,2,4,3,2,3,3,2,2,5,5,3,5,5,5,5,1,4,7,2,1,1,2,4,3,1,2,1,2,1,1,2,2,2,2,1,6
2,1,1,2,5,1,1,2,2,1,2,1,1,4,1,1,1,1,3,1,1,1,2,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,2,6,7
2,2,1,2,5,3,2,5,1,3,2,2,3,1,5,1,4,1,5,3,2,1,4,4,1,2,3,1,1,2,1,2,7,3,2,3,1,3,2,2,2,2,4,1,1,1,2,1,2,6,7
2,1,2,2,5,1,2,3,2,4,2,2,2,1,4,2,4,2,3,1,1,3,4,5,5,5,5,5,5,5,5,5,7,5,5,5,5,1,5,1,5,5,5,1,2,2,2,2,1,6,7
1,1,2,2,5,3,2,5,2,3,2,2,4,4,1,2,4,3,2,3,3,3,4,5,5,5,5,5,5,5,5,5,7,5,5,4,4,4,5,4,5,5,4,1,2,2,2,2,1,6,7
1,1,2,2,5,3,3,5,2,2,2,2,3,1,1,2,2,3,1,2,2,2,2,4,2,3,2,2,2,5,1,2,1,3,3,2,2,3,2,2,3,2,2,2,3,1,3,2,2,6,7
1,1,2,1,5,4,3,3,2,1,3,2,4,4,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,5,1,2,2,2,2,2,6,7
3,2,1,2,5,1,2,4,1,1,2,2,1,1,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,47,6
